title,rate,comments,likes,shares,total_time,number people,difficulty,cost,time_preparation,time_cooking,ingredients,recipe,link,gender
"Bowl gourmand quinoa, courge rôtie, grenade et morceaux de Fol Epi",0,0,0,0,40 min,4,facile,bon marché,15 min,25 min,"['g de fol epi', 'g de quinoa', 'g de courge type butternut', 'g de graines de grenade', 'g de cranberries séchées (facultatif)', 'cuillères à soupe de graines de courge (20g)', ""cuillères à soupe d'huile d'olive (20g)"", ""gousse d'ail (10g)"", 'cuillère à café de mélange 4 épices (5g)', 'g de poivre']","Couper le Fol Epi en dés avant de réserver.
Cuire le quinoa dans de l’eau bouillante, selon les indications du paquet et laisser refroidir. Couper la courge en cubes en enlevant les graines et la peau.
Peler et presser la gousse d’ail. Sur une plaque recouverte de papier cuisson, déposer les cubes de butternut.
Poivrer, et ajouter l’ail et le mélange 4 épices. Ajouter l’huile d’olive et enfourner pour 20 minutes.
La courge est prête lorsque les morceaux sont fondants. Composer les bowls. Dans chaque contenant, répartir le quinoa et ajouter la courge rôtie aux épices, le Fol Epi, les graines de grenade et les cranberries.
Saupoudrer de graines de courges avant de déguster.",https://www.marmiton.org/recettes/recette_bowl-quinoa-courge-rotie-grenade-morceaux-de-fol-epi_528897.aspx,pas noel
Volaille aux endives et au curry,4.5,290,16k,44,30 min,4,très facile,bon marché,15 min,15 min,"['escalopes de volaille', ""kg d'endive"", ""huile d'olive"", 'poivre', 'sel', 'curry', 'petit pot de crème fraîche']","découper les escalopes en gros dés. Laver et couper les endives en lamelles de 2 cm en ayant pris soin d'enlever le cône amer. Faire revenir la volaille dans un filet d'huile, jusqu'à ce que les morceaux soient bien dorés. Les réserver. Faire fondre les endives à feu doux (al dente, c'est meilleur) en salant pour leur faire rendre leur eau. Une fois les endives cuites, ajouter les dés de volaille, épicer de curry à votre goût, rectifier l'assaisonnement sel poivre. ajouter le petit pot de crème fraiche. Servir bien chaud. Peut être accompagné d'un riz basmati.",https://www.marmiton.org/recettes/recette_volaille-aux-endives-et-au-curry_12093.aspx,pas noel
Pâte à pizza inratable,4.8,289,15k,179,30 min,2,très facile,bon marché,15 min,15 min,"['g de farine', 'g de fécule de pomme de terre', 'g de sucre', 'g de sel', 'g de levure de boulanger fraîche (rayon des gâteaux dans les supermarchés)', ""cl d'eau environ"", ""cuillères à soupe d'huile d'olive""]","Dans un grand saladier, mélanger la farine, fécule, sucre et sel avec une spatule en bois. Ajouter la levure emiettée et remuer à nouveau. Ensuite, prenez votre batteur éléctrique et enclenchez les 2 embouts qui ont une forme de tire bouchon ; ils servent à pétrir la pâte (sinon faire avec les mains mais je ne garanti pas le résultat). Ajouter l'eau progressivement et pétrissez (puissance 2 sur mon batteur). Une fois que vous avez ajouté la totalité de l'eau, jugez s'il est nécessaire de rajouter de la farine si la pâte accroche trop. Ajoutez l'huile d'olive et fariner le saladier en dessous et au dessus (bref tout autour de la pâte). Envelopper le saladier d'un torchon et laisser reposer la pâte 20 à 30 min. Huilez le plat dans lequel vous souhaitez poser votre pizza. Il ne reste plus qu'à l'étaler. Bravo le nouveau pizzaiolo !",https://www.marmiton.org/recettes/recette_pate-a-pizza-inratable_31623.aspx,pas noel
Lasagnes aux poireaux et au saumon,4.6,287,40k,193,50 min,6,facile,Coût moyen,20 min,30 min,"['plaque de lasagnes', 'poireaux', 'filets de saumon', 'tranches de saumon fumé', 'béchamel', 'gruyère râpé', 'beurre', 'poivre', 'sel']","Emincer les blancs de poireaux et les faire revenir longtemps dans du beurre jusqu'à ce qu'il roussissent. Pendant ce temps, passer les darnes de saumon au micro-ondes moins d'une minute de sorte à pouvoir l'émietter facilemment. Beurrer un plat et y poser successivement une plaque de lasagne puis par dessus tout le saumon fumé et à nouveau une plaque de lasagne. Arrêter la cuisson des poireaux et les disposer sur la dernière couche de lasagne et recouvrir de lasagne. Recouvrir la couche de lasagne par le saumon émietté, le napper de béchamel et d'une dernière plaque de lasagnes. Sur la dernière couche de lasagne, verser le restant de béchamel, parsemer de gruyère râpé et cuire 30 mn à four moyen / chaud (thermostat 6/7).",https://www.marmiton.org/recettes/recette_lasagnes-aux-poireaux-et-au-saumon_13332.aspx,pas noel
Sauté de porc à la crème de moutarde,4.7,285,24k,99,40 min,4,facile,bon marché,15 min,25 min,"['kg de sauté de porc', 'oignons', 'carottes', 'g de beurre', ""cuillères à soupe d'huile d'olive"", 'cl de vin blanc', ""cl d'eau"", 'cl de crème fraîche épaisse', ""cuillères à soupe de moutarde (à l'ancienne de préférence)"", 'cuillères à soupe de farine']","Dans une poêle, faites revenir les morceaux de sauté de porc avec l'huile d'olive. Pendant ce temps, éplucher les carottes et les couper en petites rondelles, émincer les oignons, puis faites les revenir dans la cocotte minute. Une fois qu'ils commencent à dorer, ajouter l'eau et le vin blanc, puis le sauté de porc. Refermer la cocotte et laisser cuire 25 min a partir du moment où la vapeur s'échappe. Retirer le sauté de porc de la cocotte puis ajouter la moutarde et la crème épaisse. Bien mélanger le tout. Ajouter doucement la faine et remuer pour faire épaissir la sauce. Remettre le sauté de porc et couvrir 5 min pour que la viande s'imprègne de la sauce. Servir avec des pommes de terres sautées ou des pâtes fraîches.
Bon appétit !",https://www.marmiton.org/recettes/recette_saute-de-porc-a-la-creme-de-moutarde_173829.aspx,pas noel
Tarte salée étoilée de Noël au Saint Agur,4,1,0,0,45 min,6,facile,bon marché,20 min,25 min,"['g de saint agur', 'g de potimarron en purée', 'g de noix', 'oeufs (100g)', 'bonne pincée de poivre (6g)', 'g de lait', 'pincée de mélange 4 épices (4g)', 'g de farine', 'oeuf', 'g de fromage blanc']","Pour la pâte : mélanger la farine, l’œuf, le fromage blanc. Pétrir la pâte 5 minutes. Filmer et laisser reposer minimum 40 minutes au frais. Dans un bol mélanger la purée de potimarron, les œufs, le mélange 4 épices et le poivre.
Verser la préparation dans un moule à tarte. Ajouter le Saint Agur en morceaux sur le dessus ainsi que des cerneaux de noix grossièrement hachés. Etaler la pâte et découper la pâte brisée en étoiles de différentes tailles. Déposer les étoiles sur le dessus en les superposant pour recouvrir tout le plat. Badigeonner les étoiles de lait. Enfourner pendant 25 minutes dans un four à 180°C. Servir avec une salade verte.",https://www.marmiton.org/recettes/recette_tarte-salee-etoilee-de-noel-au-saint-agur_528994.aspx,pas noel
Tajine traditionnel (Maroc),4.8,284,32k,596,1h15,3,très facile,bon marché,15 min,1 h,"[""morceaux de selle d'agneau ou morceaux tendres désossés"", 'pommes de terre', 'courgette', 'tomate', 'carotte', 'oignon', 'olive verte', ""verre d'huile d'olive vierge"", 'cumin', 'épices (dont muscade, gingembre, coriandre, cannelle...)', 'safran jaune (pour la coloration)', 'poivre', 'sel', ""verre d'eau""]","Verser 3/4 de cuillère à soupe d'huile dans le plat à tajine directement posé sur le feu ou la plaque. Lorsque l'huile est bien chaude, faire revenir la viande de chaque côté (environ 10 min). Baisser un peu le feu et placer les légumes, lavés et découpés grossièrement, en pyramide sur la viande, des plus fermes aux plus tendres (pommes de terre, puis carotte, puis courgettes, puis oignons), en les intercalant de cumin, 14 épices, sel et poivre. Arroser d'un peu d'eau, saupoudrer de safran jaune, pour donner de la couleur et déposer les olives vertes. Couvrir et laisser cuire à feu doux, pendant 30 mn. Au bout de ce temps, placer sur les légumes cuits, les tomates coupées en morceaux, couvrir et laisser cuire encore 15mn. Servir chaud, directement sur la table, accompagné de thé et de pain sans levain.",https://www.marmiton.org/recettes/recette_tajine-traditionnel-maroc_14163.aspx,pas noel
"Chich taouk (poulet mariné grillé, recette libanaise)",4.7,282,33k,65,25 min,6,très facile,bon marché,10 min,15 min,"['g de blanc de poulet en morceaux', ""gousses d'ail hachées"", ""cuillères à soupe d'huile d'olive"", 'cuillère à café de thym', 'cuillère à café de piment', 'cuillère à café de cumin', 'cuillère à café de cannelle', 'cuillère à café de sumac', 'dose de safran', 'citrons', 'sel']","Laisser mariner le poulet en morceaux pendant la nuit. Enfiler les morceaux sur des brochettes et les faire griller 15 min au barbecue en les retournant. Variante : dans un plat avec la marinade, 25 min à four chaud à 200°C (thermostat 7).",https://www.marmiton.org/recettes/recette_chich-taouk-poulet-marine-grille-recette-libanaise_14098.aspx,pas noel
Véritable Fondue savoyarde,4.7,282,27k,181,45 min,4,facile,Coût moyen,30 min,15 min,"['g de beaufort', 'verres de vin blanc (vin des abymes)', 'g de comté', 'g de tomme de savoie', 'reblochon (facultatif)', 'petit verre de kirsch', 'cuillère à café de maïzena', ""gousse d'ail"", 'pain à croûte (genre boule de campagne)']","Commencer par couper le pain en morceaux pour qu'il durcisse. Couper le fromage en lamelles EN ENLEVANT LES CROÛTES. Réserver le reblochon à part (il sera ajouté à la fin pour lier tous les fromages). Dissoudre une cuillère de Maïzena dans un petit verre de kirsch. Frotter le caquelon avec la gousse d'ail jusqu'à usure de l'ail. Mettre à chauffer le vin blanc (feux moyen), quand il mousse, baisser le feu et ajouter petit à petit les fromages en lamelles en remuant avec une cuillère en bois en faisant des ""8"". Quand tout le fromage est fondu, ajouter le reblochon, et le kirsch + Maïzena. Allumer le réchaud et poser la fondue dessus, remuer de temps en temps avec la cuillère en bois, c'est prêt à déguster.",https://www.marmiton.org/recettes/recette_veritable-fondue-savoyarde_34077.aspx,pas noel
Tajine de poulet à la marocaine,4.8,281,37k,59,1h25,4,facile,bon marché,40 min,45 min,"['cuisses de poulet', 'oignon coupé en rondelles', ""gousses d'ail hachées"", 'tomates pelées , épépinées et coupées en dés', 'cuillère à café de paprika', 'cuillère à café de mélange 4 épices', 'cuillère à café de cannelle', 'cuillère à café de cumin', 'cuillère à café de safran', 'cuillère à café de gingembre', 'petite boîte de pois chiches', 'eau bouillante avec 2 cubes or', 'citron pelé et coupé en dés grosssiers', 'cuillères à soupe de miel', 'g de raisins secs', 'poivre et un peu de tabasco', 'sel']","Dans un bol mélanger les épice et les gousses d'ail. Dans un autre bol mélanger les dés de tomates, de citron et le miel. Retirer la peau du poulet et le faire dorer dans une cocotte bien chaude avec un peu d'huile d'olive. Lorsque le poulet est bien doré, le retirer de la cocotte et remplacer par l'oignon (si nécéssaire rajouter un peu d'huile d'olive). Dès que les oignons commencent à être dorés, rajouter les cuisses de poulet, puis le mélange d'épices, le mélange tomates, citron et miel et arroser avec le bouillon jusqu'à bien couvrir les cuisses. Ensuite rajouter le raisin et les pois chiches, saler, poivrer et rajouter éventuellement du tabasco. Dès que cela bout, baisser le feu et laisser mijoter environ 45 minutes. Accompagner de semoule fine c'est encore meilleur. Bon appétit.",https://www.marmiton.org/recettes/recette_tajine-de-poulet-a-la-marocaine_51613.aspx,pas noel
Gâteau de Savoie au Nutella®,4.7,18,2.2k,147,1h30,8,Niveau moyen,bon marché,50 min,40 min,"['g de farine', 'g de fécule de maïs', 'oeufs', 'g de sucre en poudre', 'g de nutella®', 'g de sucre glace']","Préchauffez le four à 150°C (thermostat 5) et positionnez une grille à mi-hauteur. Beurrez et farinez un moule rond de 22 cm de diamètre. Tamisez ensemble la farine et la fécule de maïs. Dans un saladier, fouettez les 4 jaunes d’œufs avec 40 g de sucre en poudre jusqu’à ce qu’ils deviennent très clairs et mousseux. Dans un autre saladier, battez les 4 blancs d’oeufs en neige ferme, en ajoutant progressivement le reste de sucre en poudre. Incorporez délicatement la farine dans le mélange de jaunes d’oeufs, suivi par la meringue. Versez la pâte dans le moule et faites cuire pendant 30-40 minutes (ou jusqu’à obtenir une belle coloration dorée). Sortez le gâteau du four et laissez-le refroidir quelques instants. Puis, démoulez-le sur une grille et laissez-le refroidir complètement. Coupez le gâteau en deux dans la hauteur pour obtenir 2 couches. Étalez le Nutella® au milieu et assemblez les deux couches. Découpez une étoile dans une feuille de papier cartonné et utilisez-la comme un pochoir pour décorer le gâteau en saupoudrant du sucre glace sur le dessus.",https://www.marmiton.org/recettes/recette_gateau-de-savoie-au-nutella_346560.aspx,pas noel
Tartiflette facile,4.7,277,28k,636,1 h,8,facile,Coût moyen,30 min,30 min,"['kg de pomme de terre', 'reblochons', 'oignons', 'cl de vin blanc de savoie (apremont si possible)', 'cl de crème fleurette', 'g de lardons fumés', 'sel', 'poivre']","Cuire les pommes de terre à l’eau pendant 20 minutes, puis les éplucher et les couper en rondelles. Emincer les oignons et les faire revenir dans un peu de beurre. Ajouter les lardons fumés et laisser également revenir à feu assez doux (une dizaine de minutes) en remuant régulièrement. Préparer un plat de cuisson (j’utilise un plat rond en terre cuite de 40 cm de diamètre, 10 cm de haut). Frotter généreusement le fond du plat avec une gousse d’ail. Organiser le plat en trois couches : recouvrir le fond du plat de la moitié des pommes de terre, puis ajouter le mélange oignons et lardons, ajouter enfin par dessus le reste des pommes de terre. Verser dessus le vin blanc et la crème fleurette. Poivrer (assez copieusement) et saler (légèrement). Préchauffer le four à 190°C (thermostat 6-7). Gratter les reblochons, les couper en deux dans l'épaisseur et les poser (côté croûte en haut) sur le dessus des pommes de terre. Enfourner environ 20 minutes (je mets le four en « chaleur tournante » + gril).
Au moment de servir (dans le plat de cuisson), on peut saupoudrez d’un peu de persil haché.
Ce plat unique se déguste (c’est le mot juste !) accompagné du vin utilisé pour la recette.",https://www.marmiton.org/recettes/recette_tartiflette-facile_15733.aspx,pas noel
