title,rate,comments,likes,shares,total_time,number people,difficulty,cost,time_preparation,time_cooking,ingredients,recipe,link,gender
Muffins poires pépites de chocolat de Nadine,4.7,486,21k,67,25 min,12,très facile,bon marché,5 min,20 min,"['g de farine', 'g de chocolat', 'sachet de levure chimique + 1 cuillère à café de bicarbonate (facultatif)', 'bonne pincée de sel fin', 'g de sucre', 'oeufs', 'g de beurre très mou (ou fondu et refroidi)', 'extrait de vanille ou sucre vanillé (1 cuillère à café)', 'cuillère à soupe de miel liquide (facultatif)', 'demis de poire au sirop', 'amandes effilées']","Préparer le mélange 1 (sec) dans un saladier ; bien homogéniser. Battre les oeufs avec le sucre dans un autre saladier jusqu'à ce que le mélange blanchisse un peu. Ajouter le beurre, la vanille et le miel, et bien mélanger. Ecraser grossièrement les poires à la fourchette et les incorporer au mélange 2 avec 2 cuillères à soupe de leur sirop. Verser le mélange liquide (2) dans le mélange sec (1) en remuant très très peu, juste de quoi mouiller la farine, il restera des grumeaux, ne pas essayer de les défaire. Verser dans des moules en les remplissant aux 2/3 , parsemer de quelques amandes effilées. Enfourner 20 mn à thermostat 6 (180°C).",https://www.marmiton.org/recettes/recette_muffins-poires-pepites-de-chocolat-de-nadine_24727.aspx,pas noel
Gâteau de Savoie au Nutella®,4.7,18,2.2k,147,1h30,8,Niveau moyen,bon marché,50 min,40 min,"['g de farine', 'g de fécule de maïs', 'oeufs', 'g de sucre en poudre', 'g de nutella®', 'g de sucre glace']","Préchauffez le four à 150°C (thermostat 5) et positionnez une grille à mi-hauteur. Beurrez et farinez un moule rond de 22 cm de diamètre. Tamisez ensemble la farine et la fécule de maïs. Dans un saladier, fouettez les 4 jaunes d’œufs avec 40 g de sucre en poudre jusqu’à ce qu’ils deviennent très clairs et mousseux. Dans un autre saladier, battez les 4 blancs d’oeufs en neige ferme, en ajoutant progressivement le reste de sucre en poudre. Incorporez délicatement la farine dans le mélange de jaunes d’oeufs, suivi par la meringue. Versez la pâte dans le moule et faites cuire pendant 30-40 minutes (ou jusqu’à obtenir une belle coloration dorée). Sortez le gâteau du four et laissez-le refroidir quelques instants. Puis, démoulez-le sur une grille et laissez-le refroidir complètement. Coupez le gâteau en deux dans la hauteur pour obtenir 2 couches. Étalez le Nutella® au milieu et assemblez les deux couches. Découpez une étoile dans une feuille de papier cartonné et utilisez-la comme un pochoir pour décorer le gâteau en saupoudrant du sucre glace sur le dessus.",https://www.marmiton.org/recettes/recette_gateau-de-savoie-au-nutella_346560.aspx,pas noel
Far breton aux pruneaux,4.5,484,26k,109,45 min,6,facile,bon marché,15 min,30 min,"['g de farine', 'g de sucre', 'oeufs', 'paquets de sucre vanillé', 'cl de lait', 'pruneaux']","Préparer la pâte en mélangeant le farine, le lait, le sucre, les oeufs, le sucre vanillé. Laisser reposer une heure. Préchauffer le four à 200°C. Faire fondre un morceau de beurre dans un plat (si possible en terre), puis bien répartir la matière grasse dans le fond et sur les côtés. Verser la pâte dans le plat. Y ajouter les pruneaux (roulés auparavant dans la farine pour qu'ils ne tombent pas au fond). Faire cuire une demi-heure dans le four à 200°C. 
Puis éteindre le four et laisser à nouveau une demi-heure. Important : à partir du moment où le plat est enfourné, ne pas ouvrir la porte du four pendant une heure.",https://www.marmiton.org/recettes/recette_far-breton-aux-pruneaux_19101.aspx,pas noel
Tarte frangipane aux poires et au chocolat,4.8,477,36k,262,40 min,6,facile,bon marché,10 min,30 min,"['poires conférences bien mûres', 'g de chocolat spécial dessert', 'pâte feuilletée', 'oeufs', 'g de beurre mou', ""g de poudre d'amandes"", 'g de sucre en poudre']","Préchauffer votre four à thermostat 7 (220°C). Dans un saladier, mélanger le beurre mou, la poudre d'amandes et le sucre jusqu'à obtention d'un mélange lisse. Ajouter les 2 œufs préalablement battus et bien mélanger. Dérouler la pâte en conservant la feuille de cuisson et piquer le fond. Éplucher, épépiner et couper les poires en 2 ou 4. Faire fondre le chocolat au bain marie ou micro-ondes puis napper le fond de tarte. Verser dessus la préparation à base d'amandes et y disposer les poires. Faire cuire votre tarte dans la partie basse du four environ 30 min (surveiller la cuisson pour ne pas que le fond de tarte brûle).",https://www.marmiton.org/recettes/recette_tarte-frangipane-aux-poires-et-au-chocolat_15765.aspx,pas noel
Crème dessert facile au chocolat,4.6,479,22k,455,15 min,6,très facile,bon marché,5 min,10 min,"['l de lait entier', 'g de chocolat noir', 'g de sucre ou moins', 'g de beurre', 'g de farine']","Mélanger farine et beurre fondu comme une béchamel, ajouter le lait bien mélanger. Ajouter le sucre après la cuisson du lait dans le roux blanc, puis mélanger à nouveau. Ajouter le chocolat cassé en petit morceaux, laisser chauffer 5 à 10 min, mélanger en faisant des 8 avec la cuillère en bois. Mettre dans des petits pots et réserver au frais. [NDSissi : au vu des commentaires, je pense que je n'ai pas assez précisé que la préparation devait bouillonner quelques minutes, une fois le chocolat ajouté, en tournant avec la cuillère en bois... C'est là que la crème prend sa consistance, qui ne sera  absolument pas liquide, mais qui n'est pas un flan non plus. La qualité gustative dépend de la qualité du chocolat utilisé bien sûr. Avec 1 litre de lait, on fait 8 petits pots comme sur la photo. On peut diviser les ingrédients par deux pour faire 4 petits pots , Ceci reste cependant un petit dessert familial qui se bonifie au frigo, meilleur encore 3 jours plus tard.",https://www.marmiton.org/recettes/recette_creme-dessert-facile-au-chocolat_37585.aspx,pas noel
Pâte à crêpes très simple,4.4,474,23k,358,25 min,15,très facile,bon marché,10 min,15 min,"['tasses de farine', 'oeufs entier', 'paquets de sucre vanillé', 'pincée de sel', 'tasses de lait (ou eau)']","Mettre la farine, les 2 oeufs, les 2 paquets de sucre vanillé et la pincée de sel dans le bol du robot. Mixer le tout, en ajoutant petit à petit le lait. Mélanger jusqu'à ce que la pâte soit homogène, et le tour est joué! Verser une louche de pâte dans une crêpière et laisser cuire la crêpe en retournant à mi-cuisson. 
Répéter l'opération jusqu'à épuisement des ingrédients.",https://www.marmiton.org/recettes/recette_pate-a-crepes-tres-simple_20648.aspx,pas noel
Millefeuille à la chantilly et au Nutella®,5,1,244,0,1 h,40,Niveau moyen,bon marché,40 min,20 min,"['rouleau de pâte feuilletée', 'g de sucre glace', 'g de nutella®', 'g de crème fraîche entière liquide', 'g de sucre glace']","Préchauffez le four à 180°C (thermostat 6) et positionnez une grille à mi-hauteur. Déposez la pâte feuilletée sur une plaque à pâtisserie recouverte de papier sulfurisé. À l’aide d’une fourchette, faites des petits trous superficiels dans la pâte. Saupoudrez avec 50 g de sucre glace. Recouvrez avec une autre feuille de papier sulfurisé et déposez par-dessus une autre plaque à pâtisserie. Enfournez pendant 20 minutes. Retirez du four la plaque à pâtisserie du dessus et continuez la cuisson pendant 5 min. Sortez la pâte du four et laissez-la complètement refroidir. Découpez la pâte feuilletée en carrés de 2,5 cm x 2,5 cm, puis coupez chaque carré en deux dans le sens de la hauteur. Fouettez la crème fraîche avec 60 g de sucre glace pour faire une chantilly. Assemblez la moitié des carrés avec 5 g de Nutella® au milieu et de la chantilly sur le dessus… … et l’autre moitié avec de la chantilly au milieu et 5 g de Nutella® sur le dessus. Disposez les carrés sur une assiette de service de façon à représenter échiquier. Servez immédiatement.",https://www.marmiton.org/recettes/recette_millefeuille-a-la-chantilly-et-au-nutella_346557.aspx,pas noel
"Crème anglaise réussie, onctueuse à souhait",4.6,461,33k,401,40 min,50,facile,bon marché,30 min,10 min,"[""jaunes d'oeuf"", 'g de sucre', 'cl de lait demi-écrémé', 'gousse de vanille', 'cuillère à soupe de maïzena']","Porter à ébullition le lait en ayant pris soin d'y plonger la gousse de vanille fendue en deux dans sa longueur. Laisser ensuite infuser pendant 10 min, puis retirer la gousse de vanille, et récupérer les grains en la grattant. Délayer ceux ci dans le lait. Dans une seconde casserole, fouetter activement les jaunes d'oeuf et le sucre afin que le mélange blanchisse. Incorporer ensuite petit à petit le lait et rendre l'appareil bien homogène avec le fouet. Ajouter ensuite la maïzena et réchauffer le mélange à feu moyen. Sans cesser de remuer, guetter le moment où la crème s'épaissit. Ne pas laisser boullir. Retirer du feu et fouetter activement. Réserver dans une saucière au frigo.",https://www.marmiton.org/recettes/recette_creme-anglaise-reussie-onctueuse-a-souhait_37391.aspx,pas noel
Gâteau d'anniversaire,4.8,447,24k,1255,1h20,10,facile,Coût moyen,20 min,1 h,"['g de farine', 'g de sucre', 'oeufs (blancs en neige)', 'paquet de sucre vanillé', 'paquet de levure chimique', 'verre de lait', ""verre d'huile""]","Mélanger les jaunes d'oeuf et le sucre pour obtenir un mélange blanc. Ajouter peu à peu le verre de lait, le verre d'huile, la levure, puis la farine. Monter les blancs en neige très ferme, puis les incorporer délicatement. Beurrer et fariner légèrement un grand moule manqué, puis cuire 60 min à thermostat 3 ou 4 (120°C), en enfournant à four froid. Décorer selon vos désirs : par exemple une crème au chocolat blanc en mélangeant du chocolat blanc à du fromage frais puis décorer avec des décors en sucre ou des paillettes colorées.",https://www.marmiton.org/recettes/recette_gateau-d-anniversaire_16870.aspx,pas noel
Mug cake fondant au chocolat,4.6,442,23k,457,3 min,1,très facile,bon marché,2 min,1 min,"['g de chocolat noir', 'g de beurre', 'g de sucre', 'g de farine', 'oeuf']","Dans un mug, mettre les carrés de chocolat avec le beurre découpé en parcelles. Faire fondre 40 secondes au micro-ondes. Mélanger à l'aide d'une cuillère et y ajouter le sucre puis l’œuf. L'aspect un peu gélatineux qui peut y avoir est normal suite au blanc de l’œuf. Incorporer ensuite la farine, tout en mélangeant bien. Cuire de nouveau 40 secondes au micro-ondes, attendre un peu et déguster sans risques de se brûler les papilles.",https://www.marmiton.org/recettes/recette_mug-cake-fonfant-au-chocolat_329684.aspx,pas noel
Financiers,4.6,441,43k,646,30 min,6,très facile,bon marché,10 min,20 min,"[""g de poudre d'amandes"", 'g de farine fluide', 'g de sucre', 'g de beurre', ""blancs d'oeuf"", ""cuillère à café d'extrait de vanille"", 'petite pincée de sel']","Préchauffe le four à 200°C (thermostat 6-7). Beurre le moule à financiers (ou moule à madeleines, si tu n'as pas de moule à financiers). Mélange dans un récipient la poudre d'amandes, le sucre, la farine fluide et la vanille. Monte les blancs en neige ferme avec une pincée de sel et ajoute-le au mélange précédent. Fais fondre le beurre dans une casserole et ajoute-le à la pâte. Verse dans le moule et mets au four 15 à 20 min. Demande à un adulte de démouler les financiers à la sortie du four. Bon appétit !",https://www.marmiton.org/recettes/recette_financiers_13690.aspx,pas noel
Sablés de Noël fourrés au Nutella®,4.3,3,600,15,1h20,20,facile,bon marché,1h10,10 min,"['g de farine', 'g de sucre', 'g de beurre mou', 'pincée de sel', ""cuillère à café d'épices à pain d’épices"", 'g de nutella®']","Dans un bol, mélangez ensemble tous les ingrédients, sauf le Nutella®, et pétrissez 1 ou 2 minutes jusqu’à obtenir une pâte souple. À l’aide d’un rouleau à pâtisserie, étalez la pâte entre deux feuilles de papier sulfurisé sur une épaisseur d’environ 4 mm. Découpez la pâte à l’aide d’un emporte pièce ou tout autre forme que vous pouvez créer vous-même en découpant une feuille de carton et en l’utilisant comme un pochoir. Placez les biscuits au réfrigérateur pendant 30 min. Préchauffez le four à 160°C et positionnez une grille à mi-hauteur. Déposez les biscuits sur une plaque de cuisson recouverte de papier sulfurisé. Faites cuire pendant 10-11 minutes, retirez-les du four et laissez-les refroidir sur la plaque. Remplissez une poche à douille munie d’une petite douille (environ 2 mm) avec le Nutella®, garnissez la moitié des biscuits avec 5 g de Nutella® chacun et assemblez avec les biscuits restants. Finissez en décorant vos sablés avec du Nutella®.",https://www.marmiton.org/recettes/recette_sables-de-noel-fourres-au-nutella_346547.aspx,pas noel
Roulé au nutella,4.5,440,24k,375,25 min,6,facile,bon marché,15 min,10 min,"['oeufs', 'g de farine', 'g de sucre en poudre', 'petit verre de nutella', 'cuillères à soupe de rhum pour les grands seulement!)']","Préchauffer le four à 180°C (thermostat 6). Dans un saladier, faire blanchir le sucre et les jaunes (mélanger fermement à la spatule, afin que le mélange passe de l'orange au jaune pâle). Rajouter à la préparation la farine, mélanger à nouveau fermement. Faire monter les blancs en neige ferme. Ajouter les blancs en neige, mélanger délicatement, afin que l'ensemble reste aéré (comme pour une mousse au chocolat). Etaler le mélange (20 par 30 cm) sur une feuille de papier cuisson, préalablement posée sur la plaque à pâtisserie. Enfourner 10 min à 180°C (thermostat 6). Sortir la génoise du four. Poser le tout sur un torchon mouillé (papier cuisson en contact avec le torchon). Badigeonner de rhum (facultatif). Faire chauffer le Nutella afin qu'il devienne le plus liquide possible (particulièrement l'hiver !) Attention à ne pas trop chauffer la pâte à tartiner. Tartiner de Nutella. Il ne reste plus qu'à rouler le tout dans le sens de la largeur (par le plus petit coté), la feuille de papier cuisson se détache facilement au fur et à mesure que l'on roule. Saupoudrer de sucre, conserver maxi 2 jours dans un endroit frais et sec, mais pas au réfrigérateur.",https://www.marmiton.org/recettes/recette_roule-au-nutella_14295.aspx,pas noel
Fondant au chocolat délicieux,4.6,434,15k,104,45 min,6,facile,bon marché,15 min,30 min,"['g de chocolat', 'g de beurre', 'g de sucre', 'oeufs', 'cuillères de farine rase de farine']","Faire fondre le beurre et le chocolat à feu doux, et ajouter le sucre. Bien battre les oeufs entiers, et les insérer ensuite dans le mélange au chocolat. Ajouter la farine et bien mélanger le tout. Verser dans un moule à gâteau beurré. Laisser cuire au four à 160°C (th 5-6), pendant 30 min environ.",https://www.marmiton.org/recettes/recette_fondant-au-chocolat-delicieux_11459.aspx,pas noel
Cake au citron,4.7,431,31k,382,45 min,6,facile,bon marché,10 min,35 min,"['g de farine', 'g de sucre', 'oeufs', 'paquet de levure chimique', 'g de beurre', 'citron râpé (non traité)', 'morceaux de sucre n°4', 'citron']","Séparer les blancs de jaunes. Battre les blancs d'oeufs en neige, puis les réserver. Au bain-marie, faire fondre le beurre. Râper le citron. Travailler les jaunes avec le sucre. Ajouter le citron râpé, la farine, la levure et le beurre fondu. Y incorporer délicatement les blancs en neige. Enfourner à 180°C (thermostat 6) pendant 30 à 40 min. Pendant ce temps, faire le sirop à feu doux avec les 20 morceaux de sucre et le jus des 2 citrons; imprégner le cake avec ce sirop. Servir froid avec de la crème anglaise, des fraises, framboises, etc. Et même nature !",https://www.marmiton.org/recettes/recette_cake-au-citron_11391.aspx,pas noel
